name,source,AC,HP,init
Fire Snake,MM'14,14,5d8,+2
Firefist,GGR,17,18d8+36,0
Firegaunt,BGG,15,14d12+84,-2
Firemane Angel,GGR,17,18d8+54,+2
Firenewt Warlock of Imix,MPMM,10,6d8+6,0
Firenewt Warlock of Imix,VGM,10,6d8+6,0
Firenewt Warrior,VGM,16,4d8+4,+1
Firenewt Warrior,MPMM,13,5d8+5,+1
First-Year Student,SCC,11,6d8+6,+1
Fish,GoS,13,1d4-1,+3
Fist of Bane,BGDIA,17,4d8+4,0
Five-Armed Troll,WDMM,15,8d10+40,+1
Flail Snail,MPMM,16,5d10+25,-3
Flail Snail,VGM,16,5d10+25,-3
Flameskull,MM'14,13,9d4+18,+3
Flameskull,MM'25,13,9d4+18,+3
Flamewrath,PotA,12,14d8+42,+2
Flaming Skeleton,MM'25,15,10d8+20,+2
Fleecemane Lion,MOT,15,6d10+12,+3
Flesh Colossus,BGG,14,16d20+112,-1
Flesh Golem,MM'25,9,15d8+60,-1
Flesh Golem,MM'14,9,11d8+44,-1
Flesh Meld,PaBTSO,12,10d12+30,+2
Flight Alabaster Angel,PSI,17,16d8+64,+4
Flight Goldnight Angel,PSI,17,16d8+64,+4
Flight of Moonsilver Angel,PSI,17,16d8+64,+4
Flimp Shagglecran,MaBJoV,20,25d6+50,0
Flind,MPMM,16,15d8+60,+2
Flind,VGM,16,15d8+60,0
Flitterstep Eidolon,MOT,14,8d8+8,+4
Flumph,MM'14,12,2d6,+2
Flumph,MM'25,12,2d6,+2
Flux Blastseeker,GGR,12,10d8+10,+2
Fluxcharger,GGR,16,8d10+16,+4
Flying Dagger,BGDIA,17,3d4,+2
Flying Horror,GGR,16,9d8+9,+5
Flying Monkey,ToA,12,1d6,+2
Flying Rocking Horse,WBtW,15,4d8+4,0
Flying Shield,TftYP,17,5d6,+2
Flying Snake,MM'14,14,2d4,+4
Flying Snake,MM'25,14,2d4,+2
Flying Staff,WDH,17,5d6,+2
Flying Sword,MM'14,17,5d6,+2
Flying Trident,WDMM,17,5d6,+2
Flying Wand,WDMM,17,5d6,+2
Flying Wonder,FRAiF,12,1d4,+2
Fog Giant,MFF,16,16d12+96,0
Fomorian,MM'14,14,13d12+65,0
Fomorian,MM'25,14,15d12+75,0
Fomorian Deep Crawler,BGG,14,16d12+80,+2
Fomorian Noble,BGG,14,22d12+110,+4
Fomorian Warlock of the Dark,BGG,15,18d12+90,+1
Forest Master,MCV2DC,16,14d10+28,+2
Foresworn,MCV2DC,17,11d8+33,+2
Forge Fitzwilliam,HAT-TG,17,20d8+20,+2
Forlarren,MFF,16,6d8+18,+3
Four-Armed Gargoyle,TftYP,15,7d8+21,0
Four-Armed Statue,OotA,17,17d10+85,-1
Four-Armed Troll,HotDQ,15,8d10+40,+1
Fox,IDRotF,13,1d4,+3
Fractal Mascot,SCC,12,6d6+6,+2
Fractine,MCV1SC,14,13d10+39,+1
Fraternity of Order Law Bender,MPP,12,25d8+25,+2
Fraz-Urb'luu,MPMM,17,27d10+189,+1
Fraz-Urb'luu,MTF,17,27d10+189,+1
Frilled Deathspitter,PSX,13,4d6+4,+3
Frog,MM'14,11,1d4-1,+1
Frog,MM'25,11,1d4-1,+1
Froghemoth,MPMM,14,14d12+70,+1
Froghemoth,VGM,14,16d12+80,+1
Froghemoth Elder,QftIS,14,18d12+90,+1
Frontline Medic,GGR,20,3d8+6,0
Frost Druid,IDRotF,13,9d8+27,+1
Frost Giant,MM'14,15,12d12+60,-1
Frost Giant,MM'25,15,13d12+65,-1
Frost Giant Everlasting One,MPMM,15,14d12+98,-1
Frost Giant Everlasting One,VGM,15,14d12+98,-1
Frost Giant Ice Shaper,BGG,16,27d12+135,0
Frost Giant of Evil Water,BGG,16,15d12+75,+3
Frost Giant Servant,TftYP,13,10d12+40,-1
Frost Giant Skeleton,IDRotF,14,12d12+24,-1
Frost Giant Zombie,EGW,15,12d12+60,-2
Frost Salamander,MPMM,17,16d12+64,+1
Frost Salamander,MTF,17,16d12+64,+1
Frost Worm,EGW,17,16d20+96,-1
Frostmourn,BGG,13,17d12+85,-1
Frozen Golem,CoA,20,20d10+100,-1
Fume Drake,DoSI,12,5d6+5,+2
Fungal Servant,CM,17,13d8+39,0
Fury of Kostchtchie,BGG,16,16d12+112,0
Gadabout,MCV1SC,11,2d8+2,0
Gaj,BAM,16,10d10+20,0
Galazeth Prismari,SCC,20,23d20+161,+2
Galeb Duhr,MM'25,16,13d8+65,+2
Galeb Duhr,MM'14,16,9d8+45,+2
Gallows Speaker,RHW,13,10d12+10,+3
Gallows Speaker,VRGR,12,19d8,+2
Galvan Magen,IDRotF,14,8d8+32,+4
Galvanic Blastseeker,GGR,13,8d8+16,+3
Galvanice Weird,GGR,12,3d8+9,0
Gargantua,BGG,17,21d20+168,0
Gargantuan Rug of Smothering,TftYP,12,6d20,+2
Gargoyle,MM'14,15,7d8+21,0
Gargoyle,MM'25,15,9d8+27,0
Gas Spore,MM'14,5,1d10-4,-5
Gas Spore Fungus,MM'25,8,9d10-36,-5
Gauth,MPMM,15,7d8+21,+2
Gauth,VGM,15,9d8+27,+2
Gazer,MPMM,13,3d4+6,+3
Gazer,VGM,13,3d4+6,+3
Gearkeeper Construct,EGW,17,17d10+68,+3
Geist,PSI,11,10d8,+1
Gelatinous Cube,MM'25,6,6d10+30,-4
Gelatinous Cube,MM'14,6,8d10+40,-4
Gem Stalker,FTD,17,9d10+18,+2
Gennifer Weathermay-Foxgrove,RHW,14,8d8+8,+2
Geonid,TTP,17,4d6+12,0
Geryon,MPMM,19,24d12+144,+3
Geryon,MTF,19,24d12+144,+3
Ghallanda Troubleshooter,EFA,14,12d6+36,+3
Ghast,MM'14,13,8d8,+3
Ghast,MM'25,13,8d8,+3
Ghast Gravecaller,MM'25,16,15d8+30,+3
Ghost,MM'14,11,10d8,+1
Ghost,MM'25,11,10d8,+1
Ghost Dragon,FTD,10,24d12+168,0
Ghostblade Eidolon,MOT,12,10d8+10,+2
Ghoul,MM'14,12,5d8,+2
Ghoul,MM'25,12,5d8,+2
Giant,PSK,17,11d12+55,+2
Giant Ape,MM'14,12,15d12+60,+2
Giant Ape,MM'25,12,16d12+64,+2
Giant Axe Beak,MM'25,15,8d12+32,+2
Giant Badger,MM'14,10,2d8+4,0
Giant Badger,MM'25,13,2d8+6,0
Giant Bat,MM'14,13,4d10,+3
Giant Bat,MM'25,13,4d10,+3
Giant Boar,MM'14,12,5d10+15,0
Giant Boar,MM'25,13,5d10+15,0
Giant Canary,FTD,12,4d10+4,+2
Giant Centipede,MM'14,13,1d6+1,+2
Giant Centipede,MM'25,14,2d6+2,+2
Giant Child,BGG,10,1d8,0
Giant Constrictor Snake,MM'14,12,8d12+8,+2
Giant Constrictor Snake,MM'25,12,8d12+8,+2
Giant Coral Snake,GoS,13,12d10+24,+3
Giant Corrupted Rat,WttHC,13,4d6,+3
Giant Crab,MM'25,15,3d8,+1
Giant Crab,MM'14,15,3d8,+2
Giant Crayfish,TftYP,15,7d10+7,+1
Giant Crocodile,MM'25,14,9d12+27,-1
Giant Crocodile,MM'14,14,9d12+27,-1
Giant Dragonfly,WBtW,16,4d10,+4
Giant Eagle,MM'14,13,4d10+4,+3
Giant Eagle,MM'25,13,4d10+4,+3
Giant Elk,MM'25,14,5d12+10,+4
Giant Elk,MM'14,14,5d12+10,+3
Giant Fire Beetle,MM'25,13,1d6+1,0
Giant Fire Beetle,MM'14,13,1d6+1,0
Giant Fly,DMG'14,11,3d10+3,+1
Giant Fly,DMG'24,11,3d10+3,+1
Giant Flying Spider,WDMM,14,4d10+4,+3
Giant Four-Armed Gargoyle,ToA,17,14d10+70,0
Giant Frog,MM'14,11,4d8,+1
Giant Frog,MM'25,11,4d8,+1
Giant Gelatinous Cube,WDMM,6,8d10+40,-4
Giant Goat,MM'25,11,3d10+3,+1
Giant Goat,MM'14,11,3d10+3,0
Giant Goose,BGG,13,8d10+16,+3
Giant Hyena,MM'14,12,6d10+12,+2
Giant Hyena,MM'25,12,6d10+12,+2
Giant Ice Toad,TftYP,14,7d10+14,+1
Giant Insect,PHB'24,11,(manual),+1
Giant Lightning Eel,TftYP,13,5d10+15,+3
Giant Lizard,MM'25,12,3d10+3,+1
Giant Lizard,MM'14,12,3d10+3,+1
Giant Lynx,BGG,14,4d8+4,+4
Giant Octopus,MM'25,11,7d10+7,+1
Giant Octopus,MM'14,11,8d10+8,+1
Giant Owl,MM'14,12,3d10+3,+2
Giant Owl,MM'25,12,3d10+3,+2
Giant Ox,BGG,12,10d12+40,0
Giant Poisonous Snake,MM'14,14,2d8+2,+4
Giant Ram,BGG,13,3d10+12,+1
Giant Rat,MM'14,12,2d6,+2
Giant Rat,MM'25,13,2d6,+3
Giant Raven,SKT,10,3d10+6,0
Giant Riding Lizard,OotA,12,3d10+3,+1
Giant River Serpent,PSA,17,16d12+64,+3
Giant Rocktopus,OotA,11,8d10+8,+1
Giant Scorpion,MM'25,15,7d10+14,+1
Giant Scorpion,MM'14,15,7d10+14,+1
Giant Sea Eel,GoS,14,3d10+3,+2
Giant Sea Horse,MM'14,13,3d10,+2
Giant Seahorse,MM'25,14,3d10,+1
Giant Shark,MM'14,13,11d12+55,0
Giant Shark,MM'25,13,8d12+40,0
Giant Shark Skeleton,SDW,13,11d12+55,0
Giant Skeleton,TftYP,17,10d12+50,0
Giant Slug,TTP,13,6d10+18,+1
Giant Snail,WBtW,11,4d10,-4
Giant Snapping Turtle,ToA,17,10d10+20,0
Giant Space Hamster,BAM,11,4d10,+1
Giant Spider,WttHC,14,4d10+4,+3
Giant Spider,MM'25,14,4d10+4,+3
Giant Spider,MM'14,14,4d10+4,+3
Giant Squid,MM'25,12,16d12+16,+2
Giant Strider,MPMM,14,3d10+6,+1
Giant Strider,VGM,14,3d10+6,+1
Giant Subterranean Lizard,TftYP,14,7d12+21,-1
Giant Swan,WBtW,13,4d10+4,+3
Giant Tick,BGG,14,7d8+21,0
Giant Toad,MM'14,11,6d10+6,+1
Giant Toad,MM'25,11,6d10+6,+1
Giant Venomous Snake,MM'25,14,2d8+2,+4
Giant Vulture,MM'14,10,3d10+6,0
Giant Vulture,MM'25,10,3d10+9,0
Giant Walrus,IDRotF,9,9d12+27,-1
Giant Wasp,MM'14,12,3d8,+2
Giant Wasp,MM'25,13,5d8,+2
Giant Weasel,MM'14,13,2d8,+3
Giant Weasel,MM'25,13,2d8,+3
Giant Whirlwyrm,ToFW,17,16d12+64,+3
Giant White Moray Eel,GoS,12,8d12+8,+2
Giant Wolf Spider,MM'14,13,2d8+2,+3
Giant Wolf Spider,MM'25,13,2d8+2,+3
Giant Zombie Constrictor Snake,AitFR-DN,15,22d12+44,+3
Gibbering Mouther,MM'25,9,7d8+21,-1
Gibbering Mouther,MM'14,9,9d8+27,-1
Gibberling,MaBJoV,12,2d6,+2
Gibberling,QftIS,12,2d6,+2
Giff,MPMM,16,8d8+24,+2
Giff,MTF,16,8d8+24,+2
Giff Shipmate,BAM,12,10d8+30,+2
Giff Shock Trooper,BAM,17,11d8+44,+2
Giff Warlord,BAM,17,21d8+84,+2
Gigant,BGG,17,21d20+105,+2
Gingerbrute,MCV4EC,14,4d4+8,+4
Gingwatzim,CM,12,6d6+18,+2
Girallon,MPMM,13,7d10+21,+3
Girallon,VGM,13,7d10+21,+3
Girallon Zombie,ToA,11,7d10+21,+1
Gisela,PSI,19,16d10+112,+5
"Gishath, Sun's Avatar",PSX,16,14d20+56,+1
Githyanki Buccaneer,BAM,16,9d8+18,+2
Githyanki Dracomancer,MM'25,18,30d8+120,+3
Githyanki Gish,MTF,17,19d8+38,+2
Githyanki Gish,MPMM,17,20d8+40,+2
Githyanki Kith'rak,MTF,17,24d8+72,+3
Githyanki Kith'rak,MPMM,17,24d8+72,+3
Githyanki Knight,MM'25,18,18d8+36,+2
Githyanki Knight,MM'14,17,14d8+28,+2
Githyanki Star Seer,BAM,13,17d8+34,0
Githyanki Supreme Commander,MTF,17,22d8+88,+3
Githyanki Supreme Commander,MPMM,17,22d8+88,+3
Githyanki Warrior,MM'25,17,9d8+9,+2
Githyanki Warrior,MM'14,17,9d8+9,+2
Githyanki Xenomancer,BAM,14,21d8+63,+4
Githzerai Anarch,MTF,20,17d8+68,+5
Githzerai Anarch,MPMM,20,17d8+68,+5
Githzerai Enlightened,MTF,18,15d8+45,+4
Githzerai Enlightened,MPMM,17,15d8+45,+4
Githzerai Futurist,MPP,16,23d8+46,+3
Githzerai Monk,MM'14,14,7d8+7,+2
Githzerai Monk,MM'25,14,7d8+7,+2
Githzerai Psion,MM'25,18,26d8+52,+4
Githzerai Traveler,MPP,15,8d8+8,+2
Githzerai Uniter,MPP,16,19d8+38,+3
Githzerai Zerth,MM'14,17,13d8+26,+4
Githzerai Zerth,MM'25,17,13d8+26,+4
Glabrezu,MM'14,17,15d10+75,+2
Glabrezu,MM'25,17,18d10+90,+2
Gladiator,MM'25,16,15d8+45,+2
Gladiator,MM'14,16,15d8+45,+2
Glass Pegasus,WBtW,15,7d10+21,+2
Glasswork Golem,WBtW,13,8d8,0
Glasya,CoA,20,40d8+200,+9
Gloamwing,GGR,16,16d10+48,+3
Gloom Weaver,MTF,14,16d8+32,+4
Gloomstalker,EGW,15,12d10+24,+3
Gnarlid,PSZ,11,4d10+12,0
Gnoll,MM'14,15,5d8,+1
Gnoll Demoniac,MM'25,16,18d8+54,+1
Gnoll Fang of Yeenoghu,MM'14,14,10d8+20,+2
Gnoll Fang of Yeenoghu,MM'25,14,11d8+22,+2
Gnoll Flesh Gnawer,MPMM,14,4d8+4,+2
Gnoll Flesh Gnawer,VGM,14,4d8+4,+2
Gnoll Hunter,MPMM,13,4d8+4,+2
Gnoll Hunter,VGM,13,4d8+4,+2
Gnoll Pack Lord,MM'25,15,9d8+9,+2
Gnoll Pack Lord,MM'14,15,9d8+9,+2
Gnoll Vampire,IDRotF,17,11d8+44,+4
Gnoll Warrior,WttHC,15,6d8,+1
Gnoll Warrior,MM'25,15,6d8,+1
Gnoll Witherling,MPMM,12,2d8+2,-1
Gnoll Witherling,VGM,12,2d8+2,-1
Gnome Ceremorph,IDRotF,16,13d6+13,+2
Gnome Squidling,IDRotF,8,3d6,-2
Goat,MM'14,10,1d8,0
Goat,MM'25,10,1d8,0
Goblin,MM'14,15,2d6,+2
Goblin Boss,MM'25,17,6d6,+2
Goblin Boss,MM'14,17,6d6,+2
Goblin Boss Archer,PaBTSO,17,6d6,+2
Goblin Commoner,TftYP,10,1d6,0
Goblin Gang Member,KKW,14,3d6,+3
Goblin Hexer,MM'25,13,10d6+10,+3
Goblin Minion,MM'25,12,2d6,+2
Goblin Psi Brawler,PaBTSO,15,7d6+7,+3
Goblin Psi Commander,PaBTSO,16,13d6+13,+4
Goblin Warrior,WttHC,15,3d6,+2
Goblin Warrior,MM'25,15,3d6,+2
Gold Dragon Wyrmling,MM'25,17,8d8+24,+2
Gold Dragon Wyrmling,MM'14,17,8d8+24,+2
Gold Greatwyrm,FTD,22,29d20+261,+3
Gold-Forged Sentinel,MOT,16,8d10+32,+1
Golden Stag,HotDQ,10,2d10+2,0
Golgari Shaman,GGR,14,16d8+16,+2
Goliath Giant-Kin,BGG,17,9d8+27,+1
Goliath Warrior,IDRotF,12,9d8+27,0
Goliath Werebear,IDRotF,10,19d8+76,0
Gomazoa,PSZ,20,11d10+33,-1
Goon,NRH-ASS,12,2d8,+1
Goon Balloon,MCV1SC,10,1d8+2,0
Goose Mother,MCV4EC,12,12d12+36,+2
Gorgon,MM'25,19,12d10+48,0
Gorgon,MM'14,19,12d10+48,0
Goristro,MM'25,19,23d12+161,0
Goristro,MM'14,19,23d12+161,0
Granite Juggernaut,VEoR,14,15d10+75,-5
Graveyard Revenant,MM'25,14,14d12+70,+2
Gray Ooze,MM'14,8,3d8+9,-2
Gray Ooze,MM'25,9,3d8+9,-2
Gray Ooze Glob,HotB,9,3d6+9,-2
Gray Render,MPMM,19,18d10+90,+1
Gray Render,MTF,19,18d10+90,+1
Gray Scavver,BAM,12,3d8+6,+1
Gray Slaad,MM'14,17,17d8+51,+3
Gray Slaad,MM'25,18,20d8+60,+3
Graz'zt,MPMM,20,33d10+165,+2
Graz'zt,MTF,20,33d10+165,+2
Great Cat,PSZ,12,7d10+14,+2
Greater Death Dragon,DSotDQ,16,20d12+100,0
Greater Shadow Horror,AitFR-THP,13,20d12+40,+3
Greater Star Spawn Emissary,VRGR,15,20d12+160,+1
Greater Star Spawn Emissary,RHW,15,21d12+168,+1
Greater Tyrant Shadow,CoA,17,24d20+120,+2
Greater Zombie,TftYP,15,13d8+39,0
Green Abishai,MTF,17,25d8+75,+3
Green Abishai,MPMM,17,26d8+78,+3
Green Dragon Wyrmling,MM'25,17,7d8+7,+1
Green Dragon Wyrmling,MM'14,17,7d8+7,+1
Green Greatwyrm,FTD,22,26d20+260,+2
Green Guard Drake,VGM,14,7d8+21,0
Green Hag,MM'25,17,11d8+33,+1
Green Hag,MM'14,17,11d8+33,+1
Green Slaad,MM'14,16,15d10+45,+2
Green Slaad,MM'25,16,17d10+51,+2
Grell,MM'14,12,10d8+10,+2
Grell,MM'25,12,10d8+10,+2
Grell Psychic,PaBTSO,12,12d8+12,+2
Gremishka,VRGR,12,4d4,+2
Gremishka,RHW,14,7d4+14,+2
Gremlin,PSK,11,5d8+5,+1
Gremorly's Ghost,BMT,12,15d8+15,+2
Grick,MM'14,14,6d8,+2
Grick,MM'25,14,12d8,+2
Grick Alpha,MM'14,17,10d10+20,+3
Grick Ancient,MM'25,18,18d10+36,+3
Griffin,PSX,12,7d10+21,+2
Griffin (Type 1),PSZ,12,7d10+21,+2
Griffin (Type 2),PSZ,11,3d10+3,+1
Griffon,MM'14,12,7d10+21,+2
Griffon,MM'25,12,7d10+21,+2
Griffon Cavalry Rider,WDH,17,9d8+18,+2
Grim Champion of Bloodshed,BMT,17,33d8+132,+1
Grim Champion of Desolation,BMT,17,49d8+196,+6
Grim Champion of Pestilence,BMT,14,16d8+48,+4
Grimlock,MM'14,11,2d8+2,+1
Grimlock,MM'25,11,2d8+2,+1
Grinning Cat,BGG,12,7d10+7,+2
Grippli Warrior,CM,12,3d6+3,+2
Groff,SCC,13,8d10+24,0
Grotesque Tentacle,CoA,17,15d10+45,+4
Grung,MPMM,12,2d6+4,+2
Grung,VGM,12,2d6+4,+2
Grung Elite Warrior,MPMM,13,9d6+18,+3
Grung Elite Warrior,VGM,13,9d6+18,+3
Grung Wildling,VGM,13,5d6+10,+3
Grung Wildling,MPMM,16,5d6+10,+3
Guard,WttHC,16,2d8+2,+1
Guard,MM'25,16,2d8+2,+1
Guard,MM'14,16,2d8+2,+1
Guard Captain,MM'25,18,10d8+30,+2
Guard Drake,HotDQ,14,7d8+21,0
Guard Drake,MPMM,14,7d8+21,0
Guardian Giant,GGR,19,11d12+66,+3
Guardian Naga,MM'14,17,15d10+45,+4
Guardian Naga,MM'25,18,16d10+48,+4
Guardian of Gorm,QftIS,16,2d8,0
Guardian Portrait,CoS,5,5d8,-5
Guardian Wolf,EGW,14,7d12+21,+2
Gug,RHW,16,20d12+120,+2
Gulthias Blight,MM'25,20,16d20+96,0
Gynosphinx,MM'14,17,16d10+48,+2
Hadozee Explorer,BAM,15,9d8+9,+3
Hadozee Shipmate,BAM,12,2d8,+2
Hadozee Warrior,BAM,16,3d8+3,+3
Hadrosaur,PSX,11,3d10+3,0
Hadrosaurus,MPMM,11,3d10+3,0
Hadrosaurus,VGM,11,3d10+3,0
Haint,JttRC,12,10d8+30,+2
Halaster Horror,WDMM,20,8d8+24,+1
Half-Blue Dragon Gladiator,RoT,16,15d8+45,+2
Half-Dragon,MM'25,18,14d8+42,+2
Half-Green Dragon Assassin,RoT,15,12d8+24,+3
Half-Ogre (Ogrillon),MM'14,12,4d10+8,0
Half-Red Dragon Gladiator,RoT,16,15d8+45,+2
Half-Red Dragon Veteran,MM'14,17,10d8+20,+1
Halog,CoA,14,20d6+80,+2
Hamadryad,MaBJoV,13,5d8+10,+3
Hammer-Handed Golem,WDMM,17,17d10+85,-1
Hammerskull,PSX,11,3d10+3,0
Hands of Havoc Fire Starter,MPP,16,10d8+20,+2
Hangry Otyugh,AWM,14,114,0
Hare,IDRotF,13,1d4-1,+3
Harengon Brigand,WBtW,14,2d8,+3
Harengon Sniper,WBtW,14,2d8,+3
Harkon Lukas,RHW,15,22d8+88,+4
Harmonium Captain,MPP,20,17d8+34,0
Harmonium Peacekeeper,MPP,17,7d8+14,0
Harpy,MM'14,11,7d8+7,+1
Harpy,PSX,11,7d8+7,+1
Harpy,MM'25,11,7d8+7,+1
Harpy Matriarch,GoS,14,16d8+16,+3
Harrow Hawk,BMT,13,10d4,+3
Harrow Hound,BMT,15,6d8+18,+4
Harvester Devil,ABH,14,10d8+20,+3
Hashalaq Quori,ERLW,17,18d8+18,+2
Haunting Revenant,MM'25,20,14d20+56,+1
Hawk,MM'14,13,1d4-1,+3
Hawk,MM'25,13,1d4-1,+3
Hazlik,RHW,16,28d8+28,+3
Hazvongel,VEoR,17,25d12+75,+5
Headless Iron Golem,IDRotF,20,10d10+50,-1
Heartstabber Mosquito,PSZ,14,1d4,+3
Hell Hound,MM'14,15,7d8+14,+1
Hell Hound,WttHC,15,9d8+18,+1
Hell Hound,MM'25,15,9d8+18,+1
Hellcat (Bezekira),CoA,16,16d10+48,+4
Hellfire Engine,MPMM,17,16d12+112,+3
Hellfire Engine,MTF,17,16d12+112,+3
Hellion,PSZ,17,17d12+85,+1
Hellion (Huge),PSK,17,17d12+85,+1
Hellion (Large),PSK,14,11d10+33,+1
Hellwasp,BGDIA,19,8d10+8,+2
Hellwasp Grub,BGDIA,13,1d6+1,+2
Helmed Horror,MM'14,20,8d8+24,+1
Helmed Horror,MM'25,20,9d8+27,+1
Helmed Horror Detention Drone,BMT,20,8d8+24,+1
Heralds of Dust Exorcist,AATM,13,15d8+45,+3
Heralds of Dust Remnant,MPP,12,7d8+14,+2
Hertilod,VEoR,14,21d12+105,+4
Hexton Modron,MPP,17,22d12+66,+3
Hezrou,MM'14,16,13d10+65,+3
Hezrou,MM'25,18,15d10+75,+3
Hierophant Medusa,BMT,17,25d10+100,+5
Hierophant of the Comet,BMT,15,18d8+72,+1
High Fae Impostor,MCV4EC,15,23d8+46,+5
High Fae Kindguard,MCV4EC,17,24d8+48,+6
High Fae Mage,MCV4EC,14,27d8+27,+4
High Fae Noble,MCV4EC,17,27d8+54,+7
Hill Giant,MM'25,13,10d12+40,-1
Hill Giant,MM'14,13,10d12+40,-1
Hill Giant Avalancher,BGG,15,21d12+84,-1
Hill Giant Sergeant,TftYP,16,10d12+40,-1
Hill Giant Servant,TftYP,11,7d10+21,-1
Hill Giant Subchief,TftYP,17,11d12+55,+2
Hippocamp,MOT,13,4d10,+2
Hippogriff,MM'14,11,3d10+3,+1
Hippogriff,MM'25,11,4d10+4,+1
Hippopotamus,PSA,12,8d12+24,-1
Hippopotamus,MM'25,14,11d10+22,-2
Hoard Mimic,FTD,14,13d12+39,+1
Hoard Scarab,FTD,14,3d4,+3
Hobgoblin,MM'14,17,2d8+2,+1
Hobgoblin Captain,MM'14,17,6d8+12,+2
Hobgoblin Captain,MM'25,17,9d8+18,+2
Hobgoblin Devastator,MPMM,13,7d8+14,+1
Hobgoblin Devastator,VGM,13,7d8+14,+1
Hobgoblin Iron Shadow,VGM,15,5d8+10,+3
Hobgoblin Iron Shadow,MPMM,15,5d8+10,+3
Hobgoblin Warlord,MM'25,20,15d8+45,+2
Hobgoblin Warlord,MM'14,20,13d8+39,+2
Hobgoblin Warrior,MM'25,18,2d8+2,+1
Holga Kilgore,HAT-TG,15,16d8+48,+2
Hollow Dragon,FTD,19,21d12+105,+1
Hollyphant,BGDIA,17,8d6+8,0
Homarid,PSD,14,8d8+8,-1
Homunculus,MM'25,13,1d4+2,+2
Homunculus,MM'14,13,2d4,+2
Homunculus Servant,TCE,13,(manual),+2
Homunculus Servant,EFA,13,(manual),+2
Hook Horror,MM'25,15,10d10+20,0
Hook Horror,MM'14,15,10d10+20,0
Hook Horror Spore Servant,OotA,15,10d10+10,0
Horizonback Tortoise,EGW,17,13d20+91,-4
Horncaller,GGR,13,6d8+12,+1
Horned Devil,MM'14,17,17d10+85,+3
Horned Devil,MM'25,18,19d10+95,+3
Horned Frog,PSX,11,4d8,+1
Horrid Plant,QftIS,6,5d10+15,-4
Host of Herons Angel,PSI,17,16d8+64,+4
Hound Archon,MPP,15,10d8+20,+1
Hound of Ill Omen,XGE,14,5d10+10,+2
Howler,MPMM,16,12d10+24,+3
Howler,MTF,16,12d10+24,+3
Howling Hatred Initiate,PotA,13,2d8,+2
Howling Hatred Priest,PotA,15,10d8,+3
Huge Giant Crab,TftYP,15,14d12+70,+2
Huge Gray Ooze,WDMM,8,16d12+48,-2
Huge Ochre Jelly,TftYP,8,6d12+12,-2
Huge Polar Bear,TftYP,12,5d12+15,0
Huge Stone Golem,SKT,17,17d12+85,-1
Hulgaz,BMT,17,20d10+80,0
Hulking Crab,SKT,17,8d12+24,-1
Hulking Shadow,DSotDQ,14,14d10+56,-1
Humanoid Mutate,PaBTSO,14,10d8+20,+4
Hundred-Handed One,MOT,15,18d12+126,+2
Hungry Ghast,CoS,13,2d6,+3
Hungry Sorrowsworn,MPMM,17,30d8+90,0
Hunter Shark,MM'25,12,6d10+12,+2
Hunter Shark,MM'14,12,6d10+12,+1
Hurda,PSZ,13,10d12+40,-1
Hurricane,PotA,14,6d8+6,+3
Husk Zombie,EGW,10,5d8+15,0
Hutijin,MPMM,19,16d10+112,+2
Hutijin,MTF,19,16d10+112,+2
Hybrid Brute,GGR,17,8d8+16,0
Hybrid Flier,GGR,13,6d8+12,+3
Hybrid Poisoner,GGR,14,4d8+8,+4
Hybrid Shocker,GGR,12,6d8+12,+2
Hybrid Spy,GGR,13,4d8+4,+3
Hydra,MM'14,15,15d12+75,+1
Hydra,PSK,15,15d12+75,+1
Hydra,MM'25,15,16d12+80,+1
Hydroloth,MPMM,15,18d8+54,+5
Hydroloth,MTF,15,18d8+54,+5
Hyena,MM'14,11,1d8+1,+1
Hyena,MM'25,11,1d8+1,+1
Hypnos Magen,IDRotF,12,4d8+16,+2
Hythonia,MOT,17,21d10+84,+3
Ice Devil,MM'14,17,19d10+76,+2
Ice Devil,MM'25,18,24d10+96,+2
Ice Mephit,MM'14,11,6d6,+1
Ice Mephit,MM'25,11,6d6,+1
Ice Piercer,IDRotF,15,3d8+9,+1
Ice Spider,SKT,14,4d10+4,+3
Ice Spider Queen,SKT,14,4d10+4,+3
Ice Toad,RoT,12,5d8+10,0
Ice Troll,IDRotF,16,10d10+60,-1
Ice Troll,RoT,15,8d10+40,+1
Icewind Kobold,IDRotF,14,2d6+2,+2
Icewind Kobold Zombie,IDRotF,9,3d6+9,-2
Icy Simulacrum,CoA,14,8d8+16,+4
Illithilich,VGM,17,18d8+54,+3
Illusionist,VGM,12,7d8+7,+2
Illusionist Wizard,MPMM,12,8d8+8,+2
Immortal Lotus Monk,CM,15,10d8+20,+3
Imoen,MaBJoV,16,24d8+48,+4
Imp,MM'14,13,3d4+3,+3
Imp,MM'25,13,6d4+6,+3
Imp Trickster,WttHC,13,6d4,+3
Incarnation of Transience,LFL,16,15d12+45,+5
Incarnation of Vibrance,LFL,14,20d12+100,+3
Incomplete Dragon Skeleton,DSotDQ,15,9d10+9,+3
Incubus,MM'25,15,12d8+12,+3
Incubus,MM'14,15,12d8+12,+3
Indentured Spirit,GGR,11,3d8,+1
Infant Basilisk,OotA,11,1d4+2,-1
Infant Hook Horror,OotA,10,1d4+2,0
Infected Elder Brain,PaBTSO,10,18d10+90,0
Infected Townsperson,PaBTSO,13,9d8+27,+1
